new,previous,datum,stratum,parameter,probability,point_difference,lower,upper,primary_classification
C_beta_CN,B_CN,409,representative,log10_Ar,0.95,-0.0018207512802802528,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,409,representative,log10_EFAC,0.05,0.00017765426497595715,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,409,representative,log10_EFAC,0.5,0.0002115470891130844,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,409,representative,log10_EFAC,0.9,6.744706944361578e-05,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,409,representative,log10_EFAC,0.95,9.467312335265099e-05,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,u,0.05,-0.0043792405106575505,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,u,0.5,-0.026238838188638813,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,u,0.9,-0.015955973481371122,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,u,0.95,-0.009234843258545178,-1.0,1.0,inconclusive
C_beta_CN,B_CN,424,stress,log10_Agw,0.05,-0.001338019046150496,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,log10_Agw,0.5,-0.0010264924740567283,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,log10_Agw,0.9,0.0007841375318712318,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,log10_Agw,0.95,0.0007114870176518906,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,gamma_gw,0.05,0.011733242093249482,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,gamma_gw,0.5,0.012574110507899361,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,gamma_gw,0.9,0.005072767414354917,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,gamma_gw,0.95,0.003115576207859516,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,log10_Ar,0.05,-0.0005409573493551853,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,log10_Ar,0.5,-0.002651742818332581,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,log10_Ar,0.9,0.0014886145359471747,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,log10_Ar,0.95,0.0005785325021884224,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,log10_EFAC,0.05,0.013518559128030183,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,log10_EFAC,0.5,0.010172545616782491,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,log10_EFAC,0.9,0.008515376005129416,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,424,stress,log10_EFAC,0.95,0.008224546201210381,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,u,0.05,0.0006547042691303975,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,u,0.5,0.006295746357873666,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,u,0.9,0.000975313893115004,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,u,0.95,0.0006355492430383247,-1.0,1.0,inconclusive
C_beta_CN,B_CN,446,representative,log10_Agw,0.05,0.0005273652172161566,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,log10_Agw,0.5,0.005859783973799881,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,log10_Agw,0.9,0.010814368024918086,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,log10_Agw,0.95,0.013082757808391299,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,gamma_gw,0.05,-0.0004177004814544666,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,gamma_gw,0.5,-0.0003463398539726992,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,gamma_gw,0.9,0.0008881130101486834,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,gamma_gw,0.95,0.0009889972357208787,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,log10_Ar,0.05,-4.999061220625073e-05,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,log10_Ar,0.5,0.0018879015285492295,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,log10_Ar,0.9,1.745224871241291e-05,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,log10_Ar,0.95,-0.00031606529430616703,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,log10_EFAC,0.05,0.0005366123180063909,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,log10_EFAC,0.5,9.181941200253618e-06,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,log10_EFAC,0.9,2.8480351653925595e-05,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,446,representative,log10_EFAC,0.95,0.00012966926856328165,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,453,stress,u,0.05,0.020197364221871086,-0.13439954332544898,0.897600456674551,descriptive_secondary
C_beta_CN,B_CN,453,stress,u,0.5,0.0199637925555306,-0.6961871757711441,0.32781282422885594,descriptive_secondary
C_beta_CN,B_CN,453,stress,u,0.9,0.0023949252951573907,-0.9535831682048596,0.058416831795140456,descriptive_secondary
C_beta_CN,B_CN,453,stress,u,0.95,0.0008714778665952494,-0.980760642063739,0.02923935793626098,inconclusive
C_beta_CN,B_CN,453,stress,log10_Agw,0.05,0.006701328937262163,-0.6251797541226978,0.39082024587730224,descriptive_secondary
C_beta_CN,B_CN,453,stress,log10_Agw,0.5,0.023059282279082938,-0.7903649143300295,0.21763508566997047,descriptive_secondary
C_beta_CN,B_CN,453,stress,log10_Agw,0.9,0.023617188442812576,-0.926099080650438,0.081900919349562,descriptive_secondary
C_beta_CN,B_CN,453,stress,log10_Agw,0.95,0.022386398719549616,-0.9478574914566563,0.06014250854334369,descriptive_secondary
C_beta_CN,B_CN,453,stress,gamma_gw,0.05,-0.004030675233106511,-0.06634324049051603,0.949656759509484,descriptive_secondary
C_beta_CN,B_CN,453,stress,gamma_gw,0.5,-0.040161316419142945,-0.5353710553566566,0.4966289446433434,descriptive_secondary
C_beta_CN,B_CN,453,stress,gamma_gw,0.9,-0.012371838160671667,-0.9192352901336939,0.11276470986630616,descriptive_secondary
C_beta_CN,B_CN,453,stress,gamma_gw,0.95,-0.006001390058980149,-0.9666554325712745,0.06534456742872552,descriptive_secondary
C_beta_CN,B_CN,453,stress,log10_Ar,0.05,-0.0001313068957992103,-0.04943455715007034,0.9665654428499296,descriptive_secondary
C_beta_CN,B_CN,453,stress,log10_Ar,0.5,0.002369253313187103,-0.4242067563062372,0.5997932436937627,descriptive_secondary
C_beta_CN,B_CN,453,stress,log10_Ar,0.9,-0.0037943691419989323,-0.7851792070307136,0.23882079296928638,descriptive_secondary
C_beta_CN,B_CN,453,stress,log10_Ar,0.95,-0.004139186937966222,-0.8501811599719131,0.1738188400280869,descriptive_secondary
C_beta_CN,B_CN,453,stress,log10_EFAC,0.05,-8.957167813750371e-05,-0.007503662495342395,0.9949963375046577,descriptive_secondary
C_beta_CN,B_CN,453,stress,log10_EFAC,0.5,-0.00046224564676784763,-0.07594619824360777,0.9320538017563922,descriptive_secondary
C_beta_CN,B_CN,453,stress,log10_EFAC,0.9,-0.005951415302667573,-0.22193525951879872,0.7980647404812014,descriptive_secondary
C_beta_CN,B_CN,453,stress,log10_EFAC,0.95,-0.004475916536397062,-0.2677614148475638,0.7482385851524362,descriptive_secondary
C_beta_CN,B_CN,458,stress,u,0.05,0.00038091566579086245,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,u,0.5,0.008330960932188436,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,u,0.9,0.0015283062434671146,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,u,0.95,0.0014405070094530847,-1.0,1.0,inconclusive
C_beta_CN,B_CN,458,stress,log10_Agw,0.05,0.0003049454640867699,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,log10_Agw,0.5,0.003313016939399227,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,log10_Agw,0.9,0.009136111651532941,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,log10_Agw,0.95,0.01038536798652634,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,gamma_gw,0.05,-1.9304559467345217e-05,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,gamma_gw,0.5,0.0005342358406258962,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,gamma_gw,0.9,-0.00135455045725974,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,gamma_gw,0.95,-0.000442213682430026,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,log10_Ar,0.05,0.00041271411931362995,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,log10_Ar,0.5,-0.0005729859336937038,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,log10_Ar,0.9,0.000481224732253982,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,log10_Ar,0.95,0.00012890352815697614,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,log10_EFAC,0.05,0.0011211445497706363,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,log10_EFAC,0.5,0.0007857801671835585,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,log10_EFAC,0.9,-0.00014050927325914842,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,458,stress,log10_EFAC,0.95,-0.00015011625032435028,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,u,0.05,-0.0001726339513017927,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,u,0.5,-0.010817500115870904,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,u,0.9,-0.008649693577223672,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,u,0.95,-0.004139693763098418,-1.0,1.0,inconclusive
C_beta_CN,B_CN,461,representative,log10_Agw,0.05,0.0013243442997140642,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,log10_Agw,0.5,0.0031378438293732103,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,log10_Agw,0.9,0.0011084379621840723,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,log10_Agw,0.95,0.0004449701771467307,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,gamma_gw,0.05,0.01432181772034613,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,gamma_gw,0.5,0.000998360592146308,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,gamma_gw,0.9,0.00031367555548833526,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,gamma_gw,0.95,0.00023483765275800206,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,log10_Ar,0.05,-0.00090041034545843,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,log10_Ar,0.5,0.0012401637032464219,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,log10_Ar,0.9,0.0022975721359491663,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,log10_Ar,0.95,0.001933820028270694,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,log10_EFAC,0.05,0.002614595635614593,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,log10_EFAC,0.5,0.008716904100231904,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,log10_EFAC,0.9,0.002227796365256607,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,461,representative,log10_EFAC,0.95,0.0008058893452644877,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,u,0.05,0.00013757624231419685,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,u,0.5,0.0023788600236309687,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,u,0.9,-0.0005184197223427889,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,u,0.95,-0.0007656427460992488,-1.0,1.0,inconclusive
C_beta_CN,B_CN,463,representative,log10_Agw,0.05,-0.00047420180292322145,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,log10_Agw,0.5,0.003297156600275075,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,log10_Agw,0.9,0.008144531465086757,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,log10_Agw,0.95,0.011147756844805179,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,gamma_gw,0.05,7.0725005034529e-05,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,gamma_gw,0.5,-0.0023422496346571786,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,gamma_gw,0.9,-0.0016786021215414726,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,gamma_gw,0.95,-0.0012940177655273999,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,log10_Ar,0.05,0.00031455906981669307,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,log10_Ar,0.5,0.0006542731407669367,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,log10_Ar,0.9,-0.0003143991188905293,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,log10_Ar,0.95,6.4139330409052064e-06,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,log10_EFAC,0.05,0.0021595707053375657,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,log10_EFAC,0.5,0.00013545734027253786,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,log10_EFAC,0.9,0.00011402438381080682,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,463,representative,log10_EFAC,0.95,0.00018308255381538352,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,u,0.05,-0.005390214511048819,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,u,0.5,-0.024750951337241034,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,u,0.9,-0.010109197358725175,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,u,0.95,-0.005133313455805921,-1.0,1.0,inconclusive
C_beta_CN,B_CN,479,representative,log10_Agw,0.05,0.001547776060380146,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,log10_Agw,0.5,0.00400161348810113,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,log10_Agw,0.9,0.0046842068270344095,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,log10_Agw,0.95,0.003978319295831589,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,gamma_gw,0.05,0.011606613230752717,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,gamma_gw,0.5,0.0038836912494590314,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,gamma_gw,0.9,0.002687098182037606,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,gamma_gw,0.95,0.001483864941114077,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,log10_Ar,0.05,-0.0009238154197696302,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,log10_Ar,0.5,0.004468822924336091,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,log10_Ar,0.9,0.0031630498411788777,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,log10_Ar,0.95,0.003908730878546485,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,log10_EFAC,0.05,0.005456704979459763,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,log10_EFAC,0.5,0.013464772302862832,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,log10_EFAC,0.9,0.01024667884316005,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,479,representative,log10_EFAC,0.95,0.008279391202297537,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,u,0.05,0.010319236670425641,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,u,0.5,-0.00022093471057760272,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,u,0.9,-0.0025142491753760154,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,u,0.95,-0.0020013293045361147,-1.0,1.0,inconclusive
C_beta_CN,B_CN,489,representative,log10_Agw,0.05,0.0027248337553519297,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,log10_Agw,0.5,0.01179893535055021,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,log10_Agw,0.9,0.007284552938771061,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,log10_Agw,0.95,0.005042567550787691,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,gamma_gw,0.05,0.017444088936160146,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,gamma_gw,0.5,-0.014782096300646752,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,gamma_gw,0.9,-0.004775302153400385,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,gamma_gw,0.95,-0.0013667740423124464,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,log10_Ar,0.05,0.0019204299405834804,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,log10_Ar,0.5,-0.0014588993756788349,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,log10_Ar,0.9,-0.0025636524884538048,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,log10_Ar,0.95,-0.0016444266257331641,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,log10_EFAC,0.05,-0.0002022600502862553,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,log10_EFAC,0.5,0.002173014036845264,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,log10_EFAC,0.9,0.0008802330342155273,-1.0,1.0,descriptive_secondary
C_beta_CN,B_CN,489,representative,log10_EFAC,0.95,0.0003812706337835148,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,u,0.05,0.0003708949838556255,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,u,0.5,0.002097021235099361,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,u,0.9,0.0003305818796139892,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,u,0.95,0.00018829882219473237,-1.0,1.0,inconclusive
C_beta_G,B_G,25,representative,log10_Agw,0.05,0.000369602456465834,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,log10_Agw,0.5,0.006462081401927999,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,log10_Agw,0.9,0.011179379698321612,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,log10_Agw,0.95,0.013973409792959912,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,gamma_gw,0.05,-0.0006561343195221059,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,gamma_gw,0.5,-0.00047539371174531997,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,gamma_gw,0.9,-0.00035776587600344634,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,gamma_gw,0.95,0.0001682197729491186,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,log10_Ar,0.05,0.00036753442117710283,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,log10_Ar,0.5,0.0005120546557381145,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,log10_Ar,0.9,-0.0011436374153478424,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,log10_Ar,0.95,-0.0009119168675828515,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,log10_EFAC,0.05,0.0009272747431200434,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,log10_EFAC,0.5,0.0004753466044022936,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,log10_EFAC,0.9,0.0005995204655223629,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,25,representative,log10_EFAC,0.95,0.0008225781886600503,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,u,0.05,4.8849136151288275e-05,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,u,0.5,0.002215186228225585,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,u,0.9,0.0005330211214125136,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,u,0.95,0.0017118887432223673,-1.0,1.0,inconclusive
C_beta_G,B_G,26,representative,log10_Agw,0.05,0.0006345409319036752,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,log10_Agw,0.5,0.0037914923663390776,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,log10_Agw,0.9,0.00944048705995637,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,log10_Agw,0.95,0.013677623243333659,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,gamma_gw,0.05,0.00035414956752461563,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,gamma_gw,0.5,-0.0004926855229194782,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,gamma_gw,0.9,-5.31644582786317e-05,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,gamma_gw,0.95,-0.001503094641015279,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,log10_Ar,0.05,-0.001046999431142101,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,log10_Ar,0.5,0.0049814333090806295,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,log10_Ar,0.9,-0.00012619620808029808,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,log10_Ar,0.95,0.00019211472420777032,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,log10_EFAC,0.05,0.0018253799740739485,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,log10_EFAC,0.5,0.0011207975511682844,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,log10_EFAC,0.9,0.0014816223825128705,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,26,representative,log10_EFAC,0.95,0.0017133734160032499,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,u,0.05,-0.007126298287850497,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,u,0.5,-0.045780261365148955,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,u,0.9,-0.036188952363892524,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,u,0.95,-0.02278466456463135,-1.0,1.0,inconclusive
C_beta_G,B_G,30,stress,log10_Agw,0.05,-0.003949824655799072,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,log10_Agw,0.5,-0.00527425549941396,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,log10_Agw,0.9,-0.0016027455565628124,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,log10_Agw,0.95,-0.0006927540630012885,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,gamma_gw,0.05,0.005641442477997249,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,gamma_gw,0.5,0.01546878579514488,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,gamma_gw,0.9,0.0071765893556751115,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,gamma_gw,0.95,0.004069369823807012,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,log10_Ar,0.05,0.0005056862928271705,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,log10_Ar,0.5,4.697039827394889e-05,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,log10_Ar,0.9,0.0025901683596751823,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,log10_Ar,0.95,0.0014726788669617852,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,log10_EFAC,0.05,0.0028482893134040843,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,log10_EFAC,0.5,0.013622587387205343,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,log10_EFAC,0.9,0.01152366092057755,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,30,stress,log10_EFAC,0.95,0.008714665312825498,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,u,0.05,0.0017203263162894888,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,u,0.5,0.005489639310679362,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,u,0.9,0.001280971733111369,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,u,0.95,0.00010117355486438662,-1.0,1.0,inconclusive
C_beta_G,B_G,44,representative,log10_Agw,0.05,-0.00036494617531185325,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,log10_Agw,0.5,0.00381205648567684,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,log10_Agw,0.9,0.008886725531652706,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,log10_Agw,0.95,0.008604744197668657,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,gamma_gw,0.05,-0.00046263364122797745,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,gamma_gw,0.5,-0.0013020672226748409,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,gamma_gw,0.9,-0.0024557228266369746,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,gamma_gw,0.95,-0.0009436923524679397,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,log10_Ar,0.05,-0.00011311180219061162,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,log10_Ar,0.5,-0.0017833174832084242,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,log10_Ar,0.9,0.0008920660002175174,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,log10_Ar,0.95,0.0005713875207087327,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,log10_EFAC,0.05,0.0003084628409248946,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,log10_EFAC,0.5,0.00018290468157766693,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,log10_EFAC,0.9,-0.00024640811530907136,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,44,representative,log10_EFAC,0.95,-0.00019546766083755607,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,48,representative,u,0.05,-4.816240651272369e-05,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,48,representative,u,0.5,0.0052222293049778434,-1.0,1.0,descriptive_secondary
C_beta_G,B_G,48,representative,u,0.9,0.0013225343041600723,-1.0,1.0,descriptive_secondary
